CNPJ;Data_da_Consulta;Razão Social;Nome Fantasia;Situação;Risco Calculado;Competência;CNAE Principal (Código);CNAE Principal (Descrição);CNAE Secundário 1 (Código);CNAE Secundário 1 (Descrição);CNAE Secundário 2 (Código);CNAE Secundário 2 (Descrição);CNAE Secundário 3 (Código);CNAE Secundário 3 (Descrição);CNAE Secundário 4 (Código);CNAE Secundário 4 (Descrição);CNAE Secundário 5 (Código);CNAE Secundário 5 (Descrição);CNAE Secundário 6 (Código);CNAE Secundário 6 (Descrição);CNAE Secundário 7 (Código);CNAE Secundário 7 (Descrição);CNAE Secundário 8 (Código);CNAE Secundário 8 (Descrição);CNAE Secundário 9 (Código);CNAE Secundário 9 (Descrição);CNAE Secundário 10 (Código);CNAE Secundário 10 (Descrição);CNAE Secundário 11 (Código);CNAE Secundário 11 (Descrição);CNAE Secundário 12 (Código);CNAE Secundário 12 (Descrição);CNAE Secundário 13 (Código);CNAE Secundário 13 (Descrição);CNAE Secundário 14 (Código);CNAE Secundário 14 (Descrição);CNAE Secundário 15 (Código);CNAE Secundário 15 (Descrição);CNAE Secundário 16 (Código);CNAE Secundário 16 (Descrição);CNAE Secundário 17 (Código);CNAE Secundário 17 (Descrição);CNAE Secundário 18 (Código);CNAE Secundário 18 (Descrição);CNAE Secundário 19 (Código);CNAE Secundário 19 (Descrição);CNAE Secundário 20 (Código);CNAE Secundário 20 (Descrição);CNAE Secundário 21 (Código);CNAE Secundário 21 (Descrição);CNAE Secundário 22 (Código);CNAE Secundário 22 (Descrição);CNAE Secundário 23 (Código);CNAE Secundário 23 (Descrição);CNAE Secundário 24 (Código);CNAE Secundário 24 (Descrição);CNAE Secundário 25 (Código);CNAE Secundário 25 (Descrição);CNAE Secundário 26 (Código);CNAE Secundário 26 (Descrição)
17795739000130;29/12/2025 03:09;BARBOZA & PRANDINI LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;4723700;Comércio varejista de bebidas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5826387000153;29/12/2025 06:20;ALUGALILA USINA DE ASFALTO, TRANSPORTES E SERVICOS LTDA;ALUGALILA;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4211101;Construção de rodovias e ferrovias;4213800;Obras de urbanização - ruas, praças e calçadas;4313400;Obras de terraplenagem;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4930203;Transporte rodoviário de produtos perigosos;7732201;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;4744099;Comércio varejista de materiais de construção em geral;4211102;Pintura para sinalização em pistas rodoviárias e aeroportos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18565359000171;29/12/2025 09:30;TRANSGOMES LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4729602;Comércio varejista de mercadorias em lojas de conveniência;4520005;Serviços de lavagem, lubrificação e polimento de veículos automotores;4732600;Comércio varejista de lubrificantes;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4930203;Transporte rodoviário de produtos perigosos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18820107000141;29/12/2025 12:41;CR COSMETICOS LTDA;;ATIVA;CONDICIONADO;MUNICÍPIO;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;9602501;Cabeleireiros, manicure e pedicure;9602502;Atividades de estética e outros serviços de cuidados com a beleza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22686750000100;29/12/2025 15:51;ELISANGELA OLIVEIRA LAET NARCISO;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;1053800;Fabricação de sorvetes e outros gelados comestíveis;4721104;Comércio varejista de doces, balas, bombons e semelhantes;4729602;Comércio varejista de mercadorias em lojas de conveniência;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11609581000856;29/12/2025 19:02;A. R. C. LOGISTICA E ALIMENTOS LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;1051100;Preparação do leite;4721103;Comércio varejista de laticínios e frios;4789005;Comércio varejista de produtos saneantes domissanitários;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23019074000175;29/12/2025 22:12;D. Z. FASSINE MARCHI;AGROPECUARIA FASSINE;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4771704;Comércio varejista de medicamentos veterinários;161099;Atividades de apoio à agricultura não especificadas anteriormente;4611700;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;4623109;Comércio atacadista de alimentos para animais;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;4729602;Comércio varejista de mercadorias em lojas de conveniência;4744001;Comércio varejista de ferragens e ferramentas;4781400;Comércio varejista de artigos do vestuário e acessórios;4782201;Comércio varejista de calçados;4789004;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;7500100;Atividades veterinárias;8211300;Serviços combinados de escritório e apoio administrativo;8230001;Serviços de organização de feiras, congressos, exposições e festas;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22905826000132;30/12/2025 01:23;WAGNER ANGELO RATTI - METALURGICA;METALURGICA RATTI;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;2512800;Fabricação de esquadrias de metal;2543800;Fabricação de ferramentas;3102100;Fabricação de móveis com predominância de metal;3321000;Instalação de máquinas e equipamentos industriais;3329501;Serviços de montagem de móveis de qualquer material;4399103;Obras de alvenaria;4729602;Comércio varejista de mercadorias em lojas de conveniência;4754701;Comércio varejista de móveis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20704047000143;30/12/2025 04:34;PREVER SERVICOS FUNERARIOS DE PEROBAL LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;9603304;Serviços de funerárias;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23744820000193;30/12/2025 07:44;T. MOLINA POCOS ARTESIANOS;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;3313901;Manutenção e reparação de geradores, transformadores e motores elétricos;3313999;Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;4744005;Comércio varejista de materiais de construção não especificados anteriormente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24863288000196;30/12/2025 10:55;A. DA SILVA LEITE & CIA LTDA;JR MECNICA DIESEL;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4520001;Serviços de manutenção e reparação mecânica de veículos automotores;4520007;Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;4520003;Serviços de manutenção e reparação elétrica de veículos automotores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25451036000112;30/12/2025 14:05;CASTRO CLINICA MEDICA LTDA;CASTROCLINICA;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8630503;Atividade médica ambulatorial restrita a consultas;8650001;Atividades de enfermagem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25531388000188;30/12/2025 17:16;GOBO CONFECCOES LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;1412603;Facção de peças do vestuário, exceto roupas íntimas;1412601;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;4781400;Comércio varejista de artigos do vestuário e acessórios;4642701;Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67156943000260;30/12/2025 20:26;SOTRAM CONSTRUTORA E TERRAPLENAGEM LTDA;SOTRAM;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4211101;Construção de rodovias e ferrovias;2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;2330302;Fabricação de artefatos de cimento para uso na construção;2330305;Preparação de massa de concreto e argamassa para construção;2391501;Britamento de pedras, exceto associado à extração;2399199;Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;4211102;Pintura para sinalização em pistas rodoviárias e aeroportos;4213800;Obras de urbanização - ruas, praças e calçadas;4221901;Construção de barragens e represas para geração de energia elétrica;4313400;Obras de terraplenagem;4399199;Serviços especializados para construção não especificados anteriormente;4679699;Comércio atacadista de materiais de construção em geral;4744004;Comércio varejista de cal, areia, pedra britada, tijolos e telhas;4744099;Comércio varejista de materiais de construção em geral;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;7732201;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;;;;;;;;;;;;;;;;;;;;;;
80902109000153;30/12/2025 23:37;SOCIEDADE RURAL E RECREATIVA DE PEROBAL;SORBAL;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;9312300;Clubes sociais, esportivos e similares;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27508519000131;31/12/2025 02:47;ORTODERMATO CLINICA MEDICA LTDA;ORTODERMATO CLINICA MEDICA;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8630503;Atividade médica ambulatorial restrita a consultas;8630501;Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;8650003;Atividades de psicologia e psicanálise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27547522000164;31/12/2025 05:58;FRANCIELE MEIRA DE CAMARGO SANTOS 05181871950;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;1412601;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;1412603;Facção de peças do vestuário, exceto roupas íntimas;1413403;Facção de roupas profissionais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27824776000182;31/12/2025 09:09;MAXSULA AUTO POSTO COMERCIO DE COMBUSTIVEL LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4731800;Comércio varejista de combustíveis para veículos automotores;4732600;Comércio varejista de lubrificantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28386499000136;31/12/2025 12:19;URBAN - ASSESSORIA, CONSULTORIA E PROJETOS AMBIENTAIS LTDA;URBAN CLIN - MEDICINA E SEGURANCA DO TRABALHO;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8211300;Serviços combinados de escritório e apoio administrativo;230600;Atividades de apoio à produção florestal;3701100;Gestão de redes de esgoto;3811400;Coleta de resíduos não-perigosos;3821100;Tratamento e disposição de resíduos não-perigosos;4120400;Construção de edifícios;4213800;Obras de urbanização - ruas, praças e calçadas;4222701;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;4222702;Obras de irrigação;4312600;Perfurações e sondagens;4313400;Obras de terraplenagem;4322302;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;6920602;Atividades de consultoria e auditoria contábil e tributária;7020400;Atividades de consultoria em gestão empresarial;7112000;Serviços de engenharia;7119701;Serviços de cartografia, topografia e geodésia;7119703;Serviços de desenho técnico relacionados à arquitetura e engenharia;7119704;Serviços de perícia técnica relacionados à segurança do trabalho;7120100;Testes e análises técnicas;7490103;Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;7490199;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;8219999;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;8299799;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8550302;Atividades de apoio à educação, exceto caixas escolares;8630503;Atividade médica ambulatorial restrita a consultas;9603301;Gestão e manutenção de cemitérios;;
26637563000260;31/12/2025 15:30;FBG AGROPECUARIA E ADMINISTRADORA DE BENS LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;151201;Criação de bovinos para corte;111302;Cultivo de milho;111303;Cultivo de trigo;111399;Cultivo de outros cereais não especificados anteriormente;115600;Cultivo de soja;6462000;Holdings de instituições não-financeiras;6810201;Compra e venda de imóveis próprios;6810202;Aluguel de imóveis próprios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28860742000106;31/12/2025 18:40;GREGORY CONVENIENCIA LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4729602;Comércio varejista de mercadorias em lojas de conveniência;4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;4732600;Comércio varejista de lubrificantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28913140000170;31/12/2025 21:51;28.913.140 TANIA APARECIDA ALVES DO NASCIMENTO;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4520001;Serviços de manutenção e reparação mecânica de veículos automotores;4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;4530704;Comércio a varejo de peças e acessórios usados para veículos automotores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29040370000134;01/01/2026 01:01;PEROBAL AUTO POSTO COMERCIO DE COMBUSTIVEL LTDA;PEROBAL AUTO POSTO;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4731800;Comércio varejista de combustíveis para veículos automotores;4732600;Comércio varejista de lubrificantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29215675000130;01/01/2026 04:12;DIEGO DE ALMEIDA COSTA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;8591100;Ensino de esportes;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;4763602;Comércio varejista de artigos esportivos;9313100;Atividades de condicionamento físico;9319199;Outras atividades esportivas não especificadas anteriormente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28938180000176;01/01/2026 07:23;WENDELL ROGER DOS SANTOS 11619327988;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;9602501;Cabeleireiros, manicure e pedicure;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29832882000133;01/01/2026 10:33;29.832.882 AMANDA BONIM FIORI;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;9602501;Cabeleireiros, manicure e pedicure;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29895355000178;01/01/2026 13:44;W M GALLANI TRANSPORTES RODOVIARIOS LTDA;GALLANI TRANSPORTE RODOVIARIO;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4530702;Comércio por atacado de pneumáticos e câmaras-de-ar;4530705;Comércio a varejo de pneumáticos e câmaras-de-ar;4689399;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29056156000176;01/01/2026 16:54;ADRIANA APARECIDA DA SILVA MUNIZ 01022429922;;BAIXADA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;0;********;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30847147000182;01/01/2026 20:05;A. C. DA SILVA METALURGICA;J A METALURGICA E MOVEIS;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;2539001;Serviços de usinagem, torneiria e solda;2512800;Fabricação de esquadrias de metal;2542000;Fabricação de artigos de serralheria, exceto esquadrias;3102100;Fabricação de móveis com predominância de metal;3103900;Fabricação de móveis de outros materiais, exceto madeira e metal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31459086000149;01/01/2026 23:15;EDMILSON GAS LTDA;EDMILSON GAS;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4784900;Comércio varejista de gás liqüefeito de petróleo (GLP);4635401;Comércio atacadista de água mineral;4723700;Comércio varejista de bebidas;4729602;Comércio varejista de mercadorias em lojas de conveniência;4789099;Comércio varejista de outros produtos não especificados anteriormente;4930203;Transporte rodoviário de produtos perigosos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33288526000178;02/01/2026 02:26;REGINALDO VICENTE RIBEIRO 03021481914;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33923421000143;02/01/2026 05:37;SMART OIL - LOGISTICA, ARMAZENS E DISTRIBUICAO LTDA;SMART OIL ARMAZENS;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;5211799;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;4681801;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR);4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4930203;Transporte rodoviário de produtos perigosos;5212500;Carga e descarga;6810201;Compra e venda de imóveis próprios;6810202;Aluguel de imóveis próprios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34084282000174;02/01/2026 08:47;ECOCAP ASFALTO COMERCIO DE ASFALTO LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;2399199;Fabricação de outros produtos de minerais não metálicos não especificados anteriormente;3811400;Coleta de resíduos não-perigosos;3839499;Recuperação de materiais não especificados anteriormente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33596309000145;02/01/2026 11:58;33.596.309 MARIA ISABEL DOS SANTOS DE SA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;2330399;Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;4752100;Comércio varejista especializado de equipamentos de telefonia e comunicação;4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;4321500;Instalações elétricas;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;5229002;Serviços de reboque de veículos;4399103;Obras de alvenaria;4744099;Comércio varejista de materiais de construção em geral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35639783000132;02/01/2026 15:08;COLONO - TRANSPORTES LTDA;COLONO - TRANSPORTES;ATIVA;CONDICIONADO;MUNICÍPIO;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35990991000181;02/01/2026 18:19;FRANCIELI DA SILVA - MERCADO;MERCADO PEROBAL;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;4721102;Padaria e confeitaria com predominância de revenda;4722901;Comércio varejista de carnes - açougues;4723700;Comércio varejista de bebidas;4729602;Comércio varejista de mercadorias em lojas de conveniência;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;5620104;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36487491000194;02/01/2026 21:29;SIDNEIA ZACARIAS MATOS DE MOURA 07778747928;;BAIXADA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;0;********;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37268783000107;03/01/2026 00:40;CASTRO & MARQUES CONSTRUCAO CIVIL LTDA;CONSTRUTORA AUTENTICA;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4120400;Construção de edifícios;4110700;Incorporação de empreendimentos imobiliários;4399101;Administração de obras;6810201;Compra e venda de imóveis próprios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36527481000135;03/01/2026 03:51;SEGFORT INTELLIGENCE LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4321500;Instalações elétricas;4759899;Comércio varejista de outros artigos de uso doméstico não especificados anteriormente;9512600;Reparação e manutenção de equipamentos de comunicação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37683404000137;03/01/2026 07:01;PIZZARIA E RESTAURANTE DO SERGINHO LTDA;PIZZARIA E RESTAURANTE DO SERGINHO;ATIVA;MÉDIO;MUNICÍPIO;5611201;Restaurantes e similares;5611203;Lanchonetes, casas de chá, de sucos e similares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37502379000148;03/01/2026 10:12;37.502.379 GILBERTO LUCIANO CERATTI;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;5611203;Lanchonetes, casas de chá, de sucos e similares;4732600;Comércio varejista de lubrificantes;4723700;Comércio varejista de bebidas;4530705;Comércio a varejo de pneumáticos e câmaras-de-ar;4520007;Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;4530704;Comércio a varejo de peças e acessórios usados para veículos automotores;4520003;Serviços de manutenção e reparação elétrica de veículos automotores;5229002;Serviços de reboque de veículos;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;4399103;Obras de alvenaria;4520001;Serviços de manutenção e reparação mecânica de veículos automotores;4520002;Serviços de lanternagem ou funilaria e pintura de veículos automotores;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28999354000100;03/01/2026 13:22;28.999.354 ALINE CAROSSI WEBER;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4399103;Obras de alvenaria;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38067734000160;03/01/2026 16:33;ESMERIAN CENTRO ESTETICO LTDA;;BAIXADA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;0;********;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38073836000199;03/01/2026 19:43;38.073.836 KAMILA RICARDO DE SOUZA DE PAULA;;BAIXADA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;0;********;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26010076000191;03/01/2026 22:54;CONFECCOES VILA NOVA LTDA;;INAPTA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;0;********;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39355061000107;04/01/2026 02:04;MAVALE TRANSPORTES LTDA;MAVALE TRANSPORTES;ATIVA;CONDICIONADO;MUNICÍPIO;4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;4930201;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39805412000134;04/01/2026 05:15;ANDERSON CARDOSO MUNIZ REPRESENTACAO COMERCIAL;;BAIXADA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;0;********;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40254688000150;04/01/2026 08:26;RESTAURANTE SAO MIGUEL LTDA;RESTAURANTE SAO MIGUEL;ATIVA;MÉDIO;MUNICÍPIO;5611201;Restaurantes e similares;5611203;Lanchonetes, casas de chá, de sucos e similares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40514775000108;04/01/2026 11:36;M. A. SCHINEGOWSKI SUPERMERCADO;EMPORIO SUPERMERCADO;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;4722901;Comércio varejista de carnes - açougues;4724500;Comércio varejista de hortifrutigranjeiros;4755503;Comercio varejista de artigos de cama, mesa e banho;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;4789001;Comércio varejista de suvenires, bijuterias e artesanatos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23590004000172;04/01/2026 14:47;ELAINE DOURADO DOS SANTOS OLIVEIRA 38558668809;;INAPTA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;0;********;0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21069002000107;04/01/2026 17:57;GILFER METALURGICA LTDA;GILFER SERRALHERIA;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;2542000;Fabricação de artigos de serralheria, exceto esquadrias;2539001;Serviços de usinagem, torneiria e solda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41088541000109;04/01/2026 21:08;CONSTRUTORA E ENGENHARIA ALPHA+ LTDA;;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4399103;Obras de alvenaria;4321500;Instalações elétricas;4322301;Instalações hidráulicas, sanitárias e de gás;4742300;Comércio varejista de material elétrico;4744099;Comércio varejista de materiais de construção em geral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41369040000192;05/01/2026 00:18;FASSINE GAS LTDA;FASSINE GAS;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;4784900;Comércio varejista de gás liqüefeito de petróleo (GLP);0;Não informada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41464479000102;05/01/2026 03:29;GOMES ADMINISTRACAO DE BENS LTDA;GOMES ADMINISTRACAO DE BENS;ATIVA;PENDENTE DE ANÁLISE;ANÁLISE MANUAL;6462000;Holdings de instituições não-financeiras;6463800;Outras sociedades de participação, exceto holdings;6810201;Compra e venda de imóveis próprios;6810202;Aluguel de imóveis próprios;6822600;Gestão e administração da propriedade imobiliária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
